num_vuelo;dia_sem;destino;codigo;opera_desde;opera_hasta;hora_salida;aeronave;pais;origen
  VLG2473;2022-03-13 00:00:00;BARCELONA-EL PRAT J.T.;BCN;2022-03-06;2022-03-13;13:25;320;ESPANIA;ACE
  VLG2473;2022-03-12 00:00:00;BARCELONA-EL PRAT J.T.;BCN;2022-03-05;2022-03-26;17:30;320;ESPANIA;ACE
  VLG2491;2022-03-11 00:00:00;BARCELONA-EL PRAT J.T.;BCN;2022-03-04;2022-03-11;17:45;320;ESPANIA;ACE
  RYR8964;2022-03-11 00:00:00;BARCELONA-EL PRAT J.T.;BCN;2021-12-31;2022-03-25;18:40;73H;ESPANIA;ACE
  RYR8964;2022-03-07 00:00:00;BARCELONA-EL PRAT J.T.;BCN;2021-12-06;2022-03-21;19:55;73H;ESPANIA;ACE
  VLG2477;2022-03-13 00:00:00;BARCELONA-EL PRAT J.T.;BCN;2022-03-06;2022-03-20;20:20;320;ESPANIA;ACE
  EZS1250;2022-03-09 00:00:00;BASEL/MULHOUSE EUROAIRPORT CH;BSL;2022-02-09;2022-03-23;17:25;320;SUIZA;ACE
  EZS1250;2022-03-12 00:00:00;BASEL/MULHOUSE EUROAIRPORT CH;BSL;2022-02-26;2022-03-26;17:25;320;SUIZA;ACE
  EXS310;2022-03-08 00:00:00;BELFAST / INTERNACIONAL;BFS;2022-01-18;2022-03-22;13:50;73H;REINO-UNIDO;ACE
  EZY6732;2022-03-08 00:00:00;BELFAST / INTERNACIONAL;BFS;2021-11-02;2022-03-22;18:30;320;REINO-UNIDO;ACE
  EZY6732;2022-03-12 00:00:00;BELFAST / INTERNACIONAL;BFS;2022-01-01;2022-03-26;20:10;320;REINO-UNIDO;ACE
  EXS310;2022-03-12 00:00:00;BELFAST / INTERNACIONAL;BFS;2022-03-12;2022-03-19;20:15;73H;REINO-UNIDO;ACE
  RYR3493;2022-03-12 00:00:00;BERLIN BRANDENBURG;BER;2022-01-01;2022-03-26;11:25;73H;ALEMANIA;ACE
  EWG8371;2022-03-13 00:00:00;BERLIN BRANDENBURG;BER;2022-02-13;2022-03-20;12:10;32A;ALEMANIA;ACE
  EWG8371;2022-03-08 00:00:00;BERLIN BRANDENBURG;BER;2022-03-01;2022-03-22;15:45;32A;ALEMANIA;ACE
  RYR3493;2022-03-08 00:00:00;BERLIN BRANDENBURG;BER;2021-11-02;2022-03-22;16:20;73H;ALEMANIA;ACE
  VLG3281;2022-03-13 00:00:00;BILBAO;BIO;2022-02-20;2022-03-20;9:45;320;ESPANIA;ACE
  AEA7029;2022-03-11 00:00:00;BILBAO;BIO;2021-11-05;2022-03-25;13:20;73H;ESPANIA;ACE
  AEA7029;2022-03-12 00:00:00;BILBAO;BIO;2022-02-12;2022-03-26;13:20;73H;ESPANIA;ACE
  AEA7029;2022-03-07 00:00:00;BILBAO;BIO;2022-03-07;2022-03-21;13:20;73H;ESPANIA;ACE
  VLG3281;2022-03-12 00:00:00;BILBAO;BIO;2022-02-19;2022-03-26;13:50;320;ESPANIA;ACE
  RYR1449;2022-03-11 00:00:00;BIRMINGHAM / INTERNACIONAL;BHX;2022-02-04;2022-03-25;10:45;73H;REINO-UNIDO;ACE
  EXS1202;2022-03-13 00:00:00;BIRMINGHAM / INTERNACIONAL;BHX;2022-02-13;2022-03-20;11:10;73H;REINO-UNIDO;ACE
  RYR1449;2022-03-13 00:00:00;BIRMINGHAM / INTERNACIONAL;BHX;2021-10-31;2022-03-20;11:30;73H;REINO-UNIDO;ACE
  EXS1202;2022-03-07 00:00:00;BIRMINGHAM / INTERNACIONAL;BHX;2021-11-08;2022-03-21;14:20;73H;REINO-UNIDO;ACE
  EXS1202;2022-03-10 00:00:00;BIRMINGHAM / INTERNACIONAL;BHX;2021-12-30;2022-03-24;14:20;73H;REINO-UNIDO;ACE
  EXS1202;2022-03-09 00:00:00;BIRMINGHAM / INTERNACIONAL;BHX;2022-02-16;2022-03-23;14:20;73H;REINO-UNIDO;ACE
  EXS1304;2022-03-13 00:00:00;BIRMINGHAM / INTERNACIONAL;BHX;2022-03-06;2022-03-13;17:55;73H;REINO-UNIDO;ACE
  EXS1304;2022-03-12 00:00:00;BIRMINGHAM / INTERNACIONAL;BHX;2022-02-12;2022-03-26;19:35;73H;REINO-UNIDO;ACE
  RYR1449;2022-03-09 00:00:00;BIRMINGHAM / INTERNACIONAL;BHX;2021-12-08;2022-03-23;19:55;73H;REINO-UNIDO;ACE
  RYR4896;2022-03-09 00:00:00;BOLONIA/ GUGLIELMO MARCONI;BLQ;2022-02-02;2022-03-23;17:10;7M8;ITALIA;ACE
  RYR4896;2022-03-12 00:00:00;BOLONIA/ GUGLIELMO MARCONI;BLQ;2022-01-01;2022-03-26;18:05;7M8;ITALIA;ACE
  RYR4996;2022-03-12 00:00:00;BRATISLAVA/ IVANKA;BTS;2022-01-01;2022-03-26;16:25;73H;ESLOVAQUIA;ACE
  EZY6194;2022-03-10 00:00:00;BRISTOL;BRS;2022-02-24;2022-03-24;10:50;320;REINO-UNIDO;ACE
  EZY6194;2022-03-08 00:00:00;BRISTOL;BRS;2021-11-02;2022-03-22;10:55;320;REINO-UNIDO;ACE
  EZY6194;2022-03-12 00:00:00;BRISTOL;BRS;2022-01-01;2022-03-26;11:40;320;REINO-UNIDO;ACE
  RYR4756;2022-03-13 00:00:00;BRISTOL;BRS;2021-10-31;2022-03-20;12:45;73H;REINO-UNIDO;ACE
  EXS1802;2022-03-08 00:00:00;BRISTOL;BRS;2022-02-15;2022-03-22;12:45;73H;REINO-UNIDO;ACE
  RYR4756;2022-03-09 00:00:00;BRISTOL;BRS;2021-11-03;2022-03-23;17:50;73H;REINO-UNIDO;ACE
  RYR4756;2022-03-11 00:00:00;BRISTOL;BRS;2022-02-04;2022-03-25;17:50;73H;REINO-UNIDO;ACE
  RYR4756;2022-03-07 00:00:00;BRISTOL;BRS;2022-02-07;2022-03-21;18:20;73H;REINO-UNIDO;ACE
  JAF1702;2022-03-12 00:00:00;BRUSELAS;BRU;2022-02-26;2022-03-19;10:05;73W;BELGICA;ACE
  JAF1711;2022-03-09 00:00:00;BRUSELAS;BRU;2022-03-02;2022-03-23;10:40;7M8;BELGICA;ACE
  BEL3788;2022-03-12 00:00:00;BRUSELAS;BRU;2021-11-06;2022-03-26;18:15;320;BELGICA;ACE
  BEL3788;2022-03-10 00:00:00;BRUSELAS;BRU;2021-11-04;2022-03-24;19:15;320;BELGICA;ACE
  RYR8175;2022-03-08 00:00:00;BRUSELAS/CHARLEROI;CRL;2022-03-01;2022-03-22;16:20;7M8;BELGICA;ACE
  RYR8175;2022-03-12 00:00:00;BRUSELAS/CHARLEROI;CRL;2022-01-01;2022-03-26;16:55;73H;BELGICA;ACE
  EJU7472;2022-03-12 00:00:00;BURDEOS;BOD;2021-11-06;2022-03-26;15:05;320;FRANCIA;ACE
  EJU7472;2022-03-08 00:00:00;BURDEOS;BOD;2022-02-08;2022-03-22;17:10;320;FRANCIA;ACE
  VOE2487;2022-03-12 00:00:00;BURDEOS;BOD;2022-02-12;2022-03-26;18:55;319;FRANCIA;ACE
  CXI1072;2022-03-13 00:00:00;COLONIA/BONN;CGN;2022-03-06;2022-03-20;10:30;73H;ALEMANIA;ACE
  EWG261;2022-03-13 00:00:00;COLONIA/BONN;CGN;2021-10-31;2022-03-20;11:05;32A;ALEMANIA;ACE
  CXI1038;2022-03-09 00:00:00;COLONIA/BONN;CGN;2022-02-23;2022-03-23;14:30;73H;ALEMANIA;ACE
  EWG261;2022-03-08 00:00:00;COLONIA/BONN;CGN;2022-03-01;2022-03-22;15:50;73H;ALEMANIA;ACE
  VLG2232;2022-03-12 00:00:00;COPENHAGUE;CPH;2022-03-05;2022-03-26;11:05;320;DINAMARCA;ACE
  EIN877;2022-03-08 00:00:00;CORK;ORK;2021-12-14;2022-03-22;17:25;320;IRLANDA;ACE
  EIN877;2022-03-12 00:00:00;CORK;ORK;2022-01-08;2022-03-26;17:55;320;IRLANDA;ACE
  RYR9944;2022-03-08 00:00:00;CORK;ORK;2021-12-07;2022-03-22;20:05;73H;IRLANDA;ACE
  RYR9944;2022-03-12 00:00:00;CORK;ORK;2022-01-01;2022-03-26;20:05;73H;IRLANDA;ACE
  WUK5926;2022-03-10 00:00:00;DONCASTER SHEFFIELD ROBIN HOOD;DSA;2022-02-10;2022-03-24;11:10;321;REINO-UNIDO;ACE
  RYR7125;2022-03-12 00:00:00;DUBLIN;DUB;2022-03-05;2022-03-26;11:10;7M8;IRLANDA;ACE
  EIN777;2022-03-13 00:00:00;DUBLIN;DUB;2022-01-23;2022-03-20;11:45;320;IRLANDA;ACE
  RYR7125;2022-03-11 00:00:00;DUBLIN;DUB;2022-02-25;2022-03-25;12:00;73H;IRLANDA;ACE
  RYR7125;2022-03-07 00:00:00;DUBLIN;DUB;2021-11-01;2022-03-21;12:05;73H;IRLANDA;ACE
  EIN777;2022-03-12 00:00:00;DUBLIN;DUB;2022-01-01;2022-03-26;12:10;320;IRLANDA;ACE
  RYR5911;2022-03-13 00:00:00;DUBLIN;DUB;2022-03-06;2022-03-20;12:25;7M8;IRLANDA;ACE
  EIN779;2022-03-12 00:00:00;DUBLIN;DUB;2022-01-01;2022-03-26;17:55;320;IRLANDA;ACE
  RYR7125;2022-03-13 00:00:00;DUBLIN;DUB;2021-10-31;2022-03-20;18:45;73H;IRLANDA;ACE
  EIN779;2022-03-07 00:00:00;DUBLIN;DUB;2022-01-10;2022-03-21;18:50;320;IRLANDA;ACE
  EIN779;2022-03-09 00:00:00;DUBLIN;DUB;2022-02-16;2022-03-23;18:50;320;IRLANDA;ACE
  RYR5911;2022-03-12 00:00:00;DUBLIN;DUB;2022-03-05;2022-03-26;18:50;7M8;IRLANDA;ACE
  RYR7125;2022-03-09 00:00:00;DUBLIN;DUB;2021-11-03;2022-03-23;19:15;73H;IRLANDA;ACE
  RYR7125;2022-03-10 00:00:00;DUBLIN;DUB;2022-02-24;2022-03-24;19:15;73H;IRLANDA;ACE
  RYR7125;2022-03-08 00:00:00;DUBLIN;DUB;2022-03-01;2022-03-22;19:40;7M8;IRLANDA;ACE
  EWG9555;2022-03-10 00:00:00;DUSSELDORF;DUS;2022-02-03;2022-03-24;11:35;32A;ALEMANIA;ACE
  CXI4064;2022-03-12 00:00:00;DUSSELDORF;DUS;2022-01-22;2022-03-26;12:30;73H;ALEMANIA;ACE
  CXI4028;2022-03-08 00:00:00;DUSSELDORF;DUS;2022-03-01;2022-03-22;12:30;73H;ALEMANIA;ACE
  CFG1421;2022-03-11 00:00:00;DUSSELDORF;DUS;2022-03-04;2022-03-25;12:30;320;ALEMANIA;ACE
  CFG1456;2022-03-08 00:00:00;DUSSELDORF;DUS;2022-03-01;2022-03-15;14:55;32B;ALEMANIA;ACE
  EWG9555;2022-03-12 00:00:00;DUSSELDORF;DUS;2021-11-06;2022-03-26;15:10;32A;ALEMANIA;ACE
  TUI2293;2022-03-13 00:00:00;DUSSELDORF;DUS;2022-02-20;2022-03-20;17:10;7S8;ALEMANIA;ACE
  RYR3173;2022-03-07 00:00:00;EAST MIDLANDS;EMA;2022-02-07;2022-03-21;11:10;73H;REINO-UNIDO;ACE
  RYR3173;2022-03-11 00:00:00;EAST MIDLANDS;EMA;2022-02-04;2022-03-25;11:45;73H;REINO-UNIDO;ACE
  EXS632;2022-03-07 00:00:00;EAST MIDLANDS;EMA;2022-02-14;2022-03-21;15:30;73H;REINO-UNIDO;ACE
  EXS632;2022-03-08 00:00:00;EAST MIDLANDS;EMA;2022-01-18;2022-03-22;15:50;73H;REINO-UNIDO;ACE
  EXS632;2022-03-10 00:00:00;EAST MIDLANDS;EMA;2021-12-30;2022-03-24;16:00;73H;REINO-UNIDO;ACE
  RYR3173;2022-03-13 00:00:00;EAST MIDLANDS;EMA;2022-02-06;2022-03-20;19:40;73H;REINO-UNIDO;ACE
  RYR8685;2022-03-12 00:00:00;EAST MIDLANDS;EMA;2022-03-05;2022-03-26;19:40;73H;REINO-UNIDO;ACE
  RYR6627;2022-03-13 00:00:00;EDIMBURGO/ TURNHOUSE;EDI;2022-01-02;2022-03-20;11:25;73H;REINO-UNIDO;ACE
  RYR6627;2022-03-10 00:00:00;EDIMBURGO/ TURNHOUSE;EDI;2021-12-23;2022-03-24;12:05;73H;REINO-UNIDO;ACE
  EXS706;2022-03-10 00:00:00;EDIMBURGO/ TURNHOUSE;EDI;2021-11-04;2022-03-24;14:25;73H;REINO-UNIDO;ACE
  EXS706;2022-03-08 00:00:00;EDIMBURGO/ TURNHOUSE;EDI;2022-01-18;2022-03-22;14:25;73H;REINO-UNIDO;ACE
  EXS706;2022-03-12 00:00:00;EDIMBURGO/ TURNHOUSE;EDI;2022-01-08;2022-03-26;14:30;73H;REINO-UNIDO;ACE
  EXS706;2022-03-13 00:00:00;EDIMBURGO/ TURNHOUSE;EDI;2022-01-16;2022-03-20;14:30;73H;REINO-UNIDO;ACE
  EZY6968;2022-03-12 00:00:00;EDIMBURGO/ TURNHOUSE;EDI;2022-01-01;2022-03-26;17:05;320;REINO-UNIDO;ACE
  RYR6627;2022-03-08 00:00:00;EDIMBURGO/ TURNHOUSE;EDI;2022-02-01;2022-03-22;19:45;73H;REINO-UNIDO;ACE
  EZY6968;2022-03-09 00:00:00;EDIMBURGO/ TURNHOUSE;EDI;2022-02-09;2022-03-23;19:45;320;REINO-UNIDO;ACE
  TRA6358;2022-03-12 00:00:00;EINDHOVEN;EIN;2022-01-08;2022-03-26;11:00;73H;HOLANDA;ACE
  TFL593;2022-03-12 00:00:00;EINDHOVEN;EIN;2021-11-06;2022-03-26;13:05;73H;HOLANDA;ACE
  TFL595;2022-03-09 00:00:00;EINDHOVEN;EIN;2021-11-10;2022-03-23;15:05;73H;HOLANDA;ACE
  VOE2171;2022-03-12 00:00:00;ESTRASBURGO /ENTZHEIM;SXB;2022-02-12;2022-03-26;9:50;319;FRANCIA;ACE
  RYR1587;2022-03-11 00:00:00;FRANKFURT/INTERNACIONAL;FRA;2021-11-05;2022-03-25;11:15;73H;ALEMANIA;ACE
  RYR1587;2022-03-13 00:00:00;FRANKFURT/INTERNACIONAL;FRA;2022-02-06;2022-03-20;11:15;73H;ALEMANIA;ACE
  CFG1402;2022-03-08 00:00:00;FRANKFURT/INTERNACIONAL;FRA;2022-03-08;2022-03-22;12:10;32B;ALEMANIA;ACE
  CFG1478;2022-03-11 00:00:00;FRANKFURT/INTERNACIONAL;FRA;2022-03-04;2022-03-25;12:45;75T;ALEMANIA;ACE
  EXS168;2022-03-12 00:00:00;GLASGOW /GLASGOW INTERNACIONAL;GLA;2022-01-08;2022-03-26;15:00;73H;REINO-UNIDO;ACE
  EXS168;2022-03-08 00:00:00;GLASGOW /GLASGOW INTERNACIONAL;GLA;2022-03-01;2022-03-22;15:00;73H;REINO-UNIDO;ACE
  RYR6154;2022-03-07 00:00:00;GLASGOW /PRESTWICK;PIK;2022-02-07;2022-03-21;16:20;73H;REINO-UNIDO;ACE
  RYR6154;2022-03-12 00:00:00;GLASGOW /PRESTWICK;PIK;2022-02-05;2022-03-26;20:30;73H;REINO-UNIDO;ACE
  IBB503;2022-03-11 00:00:00;GRAN CANARIA;LPA;2022-01-14;2022-03-25;7:00;AT7;ESPANIA;ACE
  IBB501;2022-03-07 00:00:00;GRAN CANARIA;LPA;2021-12-13;2022-03-21;8:15;AT7;ESPANIA;ACE
  IBB501;2022-03-10 00:00:00;GRAN CANARIA;LPA;2022-01-13;2022-03-24;8:15;AT7;ESPANIA;ACE
  IBB505;2022-03-08 00:00:00;GRAN CANARIA;LPA;2022-03-08;2022-03-22;9:30;AT7;ESPANIA;ACE
  IBB513;2022-03-11 00:00:00;GRAN CANARIA;LPA;2022-01-14;2022-03-25;12:00;AT7;ESPANIA;ACE
  IBB515;2022-03-11 00:00:00;GRAN CANARIA;LPA;2022-03-04;2022-03-25;12:30;AT7;ESPANIA;ACE
  IBB517;2022-03-11 00:00:00;GRAN CANARIA;LPA;2021-12-10;2022-03-25;13:15;AT7;ESPANIA;ACE
  IBB517;2022-03-13 00:00:00;GRAN CANARIA;LPA;2022-01-09;2022-03-20;13:15;AT7;ESPANIA;ACE
  IBB507;2022-03-11 00:00:00;GRAN CANARIA;LPA;2022-01-14;2022-03-25;13:45;AT7;ESPANIA;ACE
  IBB511;2022-03-07 00:00:00;GRAN CANARIA;LPA;2021-11-01;2022-03-21;14:30;AT7;ESPANIA;ACE
  IBB519;2022-03-09 00:00:00;GRAN CANARIA;LPA;2021-12-15;2022-03-23;15:45;AT7;ESPANIA;ACE
  IBB519;2022-03-12 00:00:00;GRAN CANARIA;LPA;2022-03-05;2022-03-26;15:45;AT7;ESPANIA;ACE
  IBB523;2022-03-09 00:00:00;GRAN CANARIA;LPA;2022-01-12;2022-03-23;17:00;AT7;ESPANIA;ACE
  IBB523;2022-03-11 00:00:00;GRAN CANARIA;LPA;2022-02-25;2022-03-25;17:00;AT7;ESPANIA;ACE
  IBB523;2022-03-12 00:00:00;GRAN CANARIA;LPA;2022-03-05;2022-03-26;17:00;AT7;ESPANIA;ACE
  IBB525;2022-03-11 00:00:00;GRAN CANARIA;LPA;2021-11-05;2022-03-25;18:15;AT7;ESPANIA;ACE
  IBB531;2022-03-11 00:00:00;GRAN CANARIA;LPA;2022-01-07;2022-03-25;19:30;AT7;ESPANIA;ACE
  IBB537;2022-03-12 00:00:00;GRAN CANARIA;LPA;2022-03-05;2022-03-26;21:30;AT7;ESPANIA;ACE
  EWG7089;2022-03-13 00:00:00;HAMBURGO/ FUHLSBUETTEL;HAM;2021-10-31;2022-03-20;11:10;32A;ALEMANIA;ACE
  CFG1439;2022-03-11 00:00:00;HAMBURGO/ FUHLSBUETTEL;HAM;2022-02-25;2022-03-25;13:45;320;ALEMANIA;ACE
  EWG7089;2022-03-08 00:00:00;HAMBURGO/ FUHLSBUETTEL;HAM;2022-02-01;2022-03-22;14:45;32A;ALEMANIA;ACE
  CFG1439;2022-03-08 00:00:00;HAMBURGO/ FUHLSBUETTEL;HAM;2022-03-08;2022-03-15;15:20;320;ALEMANIA;ACE
  CXI2249;2022-03-11 00:00:00;HANNOVER;HAJ;2022-03-04;2022-03-25;11:45;73H;ALEMANIA;ACE
  TUI2188;2022-03-09 00:00:00;HANNOVER;HAJ;2022-03-02;2022-03-16;12:15;7S8;ALEMANIA;ACE
  CXI2226;2022-03-08 00:00:00;HANNOVER;HAJ;2022-03-01;2022-03-22;17:35;73H;ALEMANIA;ACE
  TUI2189;2022-03-13 00:00:00;HANNOVER;HAJ;2022-02-27;2022-03-20;19:05;7S8;ALEMANIA;ACE
  ENT7502;2022-03-12 00:00:00;KATOWICE / PYRZOWICE;KTW;2022-03-05;2022-03-26;19:00;738;POLONIA;ACE
  EXS218;2022-03-12 00:00:00;LEEDS /LEEDS-BRADFORD;LBA;2022-01-08;2022-03-26;15:10;73H;REINO-UNIDO;ACE
  EXS218;2022-03-08 00:00:00;LEEDS /LEEDS-BRADFORD;LBA;2022-01-18;2022-03-22;15:10;73H;REINO-UNIDO;ACE
  EXS218;2022-03-10 00:00:00;LEEDS /LEEDS-BRADFORD;LBA;2021-12-30;2022-03-24;15:55;73H;REINO-UNIDO;ACE
  RYR3603;2022-03-12 00:00:00;LISBOA;LIS;2022-02-05;2022-03-26;9:20;73H;PORTUGAL;ACE
  RYR3603;2022-03-10 00:00:00;LISBOA;LIS;2022-02-03;2022-03-24;9:50;73H;PORTUGAL;ACE
  RYR3603;2022-03-08 00:00:00;LISBOA;LIS;2022-02-01;2022-03-22;14:50;73H;PORTUGAL;ACE
  RYR3812;2022-03-08 00:00:00;LIVERPOOL /INTERNACIONAL;LPL;2022-02-01;2022-03-22;11:05;73H;REINO-UNIDO;ACE
  RYR3812;2022-03-10 00:00:00;LIVERPOOL /INTERNACIONAL;LPL;2022-02-03;2022-03-24;11:20;73H;REINO-UNIDO;ACE
  RYR3812;2022-03-12 00:00:00;LIVERPOOL /INTERNACIONAL;LPL;2022-02-05;2022-03-26;11:30;73H;REINO-UNIDO;ACE
  EZY7154;2022-03-13 00:00:00;LIVERPOOL /INTERNACIONAL;LPL;2021-10-31;2022-03-20;11:55;320;REINO-UNIDO;ACE
  EZY7154;2022-03-08 00:00:00;LIVERPOOL /INTERNACIONAL;LPL;2022-02-08;2022-03-22;18:45;320;REINO-UNIDO;ACE
  BAW2733;2022-03-11 00:00:00;LONDRES / HEATHROW;LHR;2021-12-24;2022-03-25;12:15;320;REINO-UNIDO;ACE
  BAW2733;2022-03-10 00:00:00;LONDRES / HEATHROW;LHR;2022-03-03;2022-03-24;12:15;320;REINO-UNIDO;ACE
  BAW2733;2022-03-09 00:00:00;LONDRES / HEATHROW;LHR;2022-03-09;2022-03-09;12:15;320;REINO-UNIDO;ACE
  BAW2733;2022-03-13 00:00:00;LONDRES / HEATHROW;LHR;2022-03-13;2022-03-20;13:05;32N;REINO-UNIDO;ACE
  BAW2733;2022-03-12 00:00:00;LONDRES / HEATHROW;LHR;2022-03-12;2022-03-26;13:40;32N;REINO-UNIDO;ACE
  EZY2026;2022-03-10 00:00:00;LONDRES /LUTON APT;LTN;2022-02-10;2022-03-24;11:50;320;REINO-UNIDO;ACE
  EZY2026;2022-03-07 00:00:00;LONDRES /LUTON APT;LTN;2022-03-07;2022-03-21;17:05;320;REINO-UNIDO;ACE
  RYR3512;2022-03-08 00:00:00;LONDRES /LUTON APT;LTN;2022-02-01;2022-03-22;17:40;73H;REINO-UNIDO;ACE
  EZY2026;2022-03-09 00:00:00;LONDRES /LUTON APT;LTN;2022-02-09;2022-03-23;17:55;320;REINO-UNIDO;ACE
  RYR3512;2022-03-12 00:00:00;LONDRES /LUTON APT;LTN;2022-02-05;2022-03-26;19:10;73H;REINO-UNIDO;ACE
  EZY2026;2022-03-12 00:00:00;LONDRES /LUTON APT;LTN;2022-01-01;2022-03-26;20:00;320;REINO-UNIDO;ACE
  RYR8289;2022-03-10 00:00:00;LONDRES /STANSTED;STN;2022-02-03;2022-03-24;11:15;7M8;REINO-UNIDO;ACE
  RYR8289;2022-03-08 00:00:00;LONDRES /STANSTED;STN;2022-02-15;2022-03-22;11:55;7M8;REINO-UNIDO;ACE
  RYR8289;2022-03-13 00:00:00;LONDRES /STANSTED;STN;2022-02-06;2022-03-20;12:05;7M8;REINO-UNIDO;ACE
  EXS1402;2022-03-12 00:00:00;LONDRES /STANSTED;STN;2022-01-08;2022-03-26;12:10;73H;REINO-UNIDO;ACE
  RYR8289;2022-03-12 00:00:00;LONDRES /STANSTED;STN;2022-02-12;2022-03-26;12:10;7M8;REINO-UNIDO;ACE
  EXS1402;2022-03-13 00:00:00;LONDRES /STANSTED;STN;2022-02-13;2022-03-20;12:10;73H;REINO-UNIDO;ACE
  RYR8289;2022-03-11 00:00:00;LONDRES /STANSTED;STN;2022-01-07;2022-03-25;12:20;7M8;REINO-UNIDO;ACE
  EXS1402;2022-03-10 00:00:00;LONDRES /STANSTED;STN;2021-11-04;2022-03-24;15:25;73H;REINO-UNIDO;ACE
  RYR251;2022-03-12 00:00:00;LONDRES /STANSTED;STN;2022-02-05;2022-03-26;17:10;7M8;REINO-UNIDO;ACE
  RYR251;2022-03-13 00:00:00;LONDRES /STANSTED;STN;2021-11-07;2022-03-20;17:25;320;REINO-UNIDO;ACE
  EZY8682;2022-03-12 00:00:00;LONDRES/GATWICK;LGW;2022-01-01;2022-03-26;12:40;320;REINO-UNIDO;ACE
  EZY8682;2022-03-09 00:00:00;LONDRES/GATWICK;LGW;2022-02-09;2022-03-23;12:40;320;REINO-UNIDO;ACE
  EZY8682;2022-03-13 00:00:00;LONDRES/GATWICK;LGW;2022-03-06;2022-03-20;12:55;320;REINO-UNIDO;ACE
  EZY8684;2022-03-09 00:00:00;LONDRES/GATWICK;LGW;2022-02-16;2022-03-23;18:25;320;REINO-UNIDO;ACE
  EZY8684;2022-03-10 00:00:00;LONDRES/GATWICK;LGW;2022-02-24;2022-03-24;18:25;320;REINO-UNIDO;ACE
  EZY8684;2022-03-11 00:00:00;LONDRES/GATWICK;LGW;2022-03-04;2022-03-25;18:25;320;REINO-UNIDO;ACE
  EZY8684;2022-03-13 00:00:00;LONDRES/GATWICK;LGW;2022-02-13;2022-03-20;19:15;32Q;REINO-UNIDO;ACE
  EZY8686;2022-03-12 00:00:00;LONDRES/GATWICK;LGW;2022-02-05;2022-03-26;19:45;320;REINO-UNIDO;ACE
  EZY8678;2022-03-12 00:00:00;LONDRES/GATWICK;LGW;2022-03-05;2022-03-26;21:05;320;REINO-UNIDO;ACE
  LGL742;2022-03-13 00:00:00;LUXEMBURGO;LUX;2022-03-06;2022-03-13;10:05;73W;LUXEMBURGO;ACE
  LGL750;2022-03-10 00:00:00;LUXEMBURGO;LUX;2022-01-13;2022-03-10;10:15;73W;LUXEMBURGO;ACE
